"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","BHKY","BuffGH_2022","EaSmR","ICMP5845","MDCuke_2022","PSU-1","SCR3"
"group_11983","","hypothetical protein","1","1","1","4","7488","1","461","","455","455","455","","","","PNIFCKEH_05259","","",""
"group_11984","","hypothetical protein","1","1","1","4","7130","1","5606","","455","455","455","","","","PNIFCKEH_05602","","",""
"group_11985","","hypothetical protein","1","1","1","4","218","1","7488","","455","455","455","","","","PNIFCKEH_05934","","",""
"group_11986","","hypothetical protein","1","1","1","4","2146","1","7524","","455","455","455","","","","PNIFCKEH_05990","","",""
"group_11987","","hypothetical protein","1","1","1","4","7426","1","7544","","455","455","455","","","","PNIFCKEH_06049","","",""
"tfaE_10","","Prophage tail fiber assembly protein TfaE","1","1","1","4","11782","1","6050","","596","596","596","","JKPFCNPL_02883","","","","",""
"group_11992","","IS200/IS605 family transposase IS609","1","1","1","4","9159","1","8459","","1208","1208","1208","","","","","","","MAOBNCNO_01898"
"barA_3","","Signal transduction histidine-protein kinase BarA","1","1","1","4","2811","1","2844","","689","689","689","","","","PNIFCKEH_03086","","",""
"group_12008","","hypothetical protein","1","1","1","4","10285","1","5016","","377","377","377","","","","","","","MAOBNCNO_01559"
"group_12009","","hypothetical protein","1","1","1","4","617","1","6184","","377","377","377","","","","","","","MAOBNCNO_00321"
"barA_1","","Signal transduction histidine-protein kinase BarA","1","1","1","4","2809","1","2838","","575","575","575","","","","PNIFCKEH_03084","","",""
"group_12010","","hypothetical protein","1","1","1","4","10142","1","4448","","377","377","377","","","","","","","MAOBNCNO_02571"
"group_12013","","hypothetical protein","1","1","1","4","348","1","5539","","377","377","377","","","","","","","MAOBNCNO_00947"
"group_12016","","hypothetical protein","1","1","1","4","10286","1","5015","","377","377","377","","","","","JIDLLDEG_01561","",""
"group_12033","","IS481 family transposase ISErsp1","1","1","1","4","577","1","5857","","1040","1040","1040","","","","","JIDLLDEG_01035","",""
"group_12035","","IS481 family transposase ISErsp1","1","1","1","4","4678","1","2381","","1040","1040","1040","","","","","","","MAOBNCNO_05204"
"group_12039","","IS481 family transposase ISErsp1","1","1","1","4","5841","7","6","","1040","1040","1040","","","","","JIDLLDEG_01707","",""
"group_12040","","IS481 family transposase ISErsp1","1","1","1","4","7631","1","641","","1040","1040","1040","","JKPFCNPL_00692","","","","",""
"group_12044","","IS481 family transposase ISErsp1","1","1","1","4","1782","1","1251","","1040","1040","1040","POCPNIHP_02940","","","","","",""
"group_1206","dddA_3","Double-stranded DNA deaminase toxin A","1","1","1","4","9302","1","7994","","1025","1025","1025","","","","PNIFCKEH_02435","","",""
"group_12072","","IS481 family transposase ISErsp1","1","1","1","4","1114","1","825","","1040","1040","1040","","","","","JIDLLDEG_04175","",""
"group_12073","","IS481 family transposase ISErsp1","1","1","1","4","12539","1","6832","","1040","1040","1040","","","","","JIDLLDEG_04514","",""
"group_12079","","IS481 family transposase ISErsp1","1","1","1","4","1607","1","1731","","1040","1040","1040","","","","","","","MAOBNCNO_02494"
"group_1208","","hypothetical protein","1","1","1","4","9306","1","8040","","650","650","650","","","","PNIFCKEH_02413","","",""
"group_12080","","IS481 family transposase ISErsp1","1","1","1","4","7544","1","432","","1040","1040","1040","","","","","","","MAOBNCNO_03094"
"group_1209","","hypothetical protein","1","1","1","4","9320","1","8038","","692","692","692","","","","PNIFCKEH_02415","","",""
"group_12095","","IS481 family transposase ISErsp1","1","1","1","4","7628","1","931","","1040","1040","1040","POCPNIHP_00397","","","","","",""
"group_12102","","hypothetical protein","1","1","1","4","11518","1","1605","","317","317","317","POCPNIHP_00148","","","","","",""
"group_12103","","hypothetical protein","1","1","1","4","5627","1","8599","","317","317","317","POCPNIHP_03416","","","","","",""
"group_12104","","hypothetical protein","1","1","1","4","9268","1","491","","317","317","317","POCPNIHP_04291","","","","","",""
"group_12112","","hypothetical protein","1","1","1","4","7905","1","8992","","317","317","317","POCPNIHP_03119","","","","","",""
"group_12113","","hypothetical protein","1","1","1","4","10333","1","4794","","317","317","317","POCPNIHP_03325","","","","","",""
"group_12119","","hypothetical protein","1","1","1","4","4698","1","2373","","317","317","317","POCPNIHP_00090","","","","","",""
"group_1212","","hypothetical protein","1","1","1","4","856","1","6700","","3254","3254","3254","","","","PNIFCKEH_01945","","",""
"group_12121","","hypothetical protein","1","1","1","4","1832","1","8041","","317","317","317","POCPNIHP_02918","","","","","",""
"fhaB","","Filamentous hemagglutinin","1","1","1","4","857","1","6675","","947","947","947","","","","PNIFCKEH_01943","","",""
"group_12137","","hypothetical protein","1","1","1","4","5499","1","2716","","317","317","317","POCPNIHP_05384","","","","","",""
"group_12139","","hypothetical protein","1","1","1","4","5501","1","2718","","317","317","317","","JKPFCNPL_05492","","","","",""
"group_1214","","hypothetical protein","1","1","1","4","860","1","6701","","803","803","803","","","","PNIFCKEH_01946","","",""
"group_12144","","hypothetical protein","1","1","1","4","11823","1","6089","","383","383","383","","JKPFCNPL_02910","","","","",""
"group_12146","","hypothetical protein","1","1","1","4","12678","1","6572","","125","125","125","","","","","JIDLLDEG_02263","",""
"group_12150","","hypothetical protein","1","1","1","4","2436","1","3951","","299","299","299","","","","","","","MAOBNCNO_01220"
"group_12152","","hypothetical protein","1","1","1","4","10608","1","4122","","299","299","299","POCPNIHP_02327","","","","","",""
"group_12153","","hypothetical protein","1","1","1","4","2445","1","3950","","299","299","299","","JKPFCNPL_02730","","","","",""
"group_12155","","hypothetical protein","1","1","1","4","4496","1","2998","","359","359","359","","JKPFCNPL_02711","","","","",""
"group_12158","","hypothetical protein","1","1","1","4","10701","1","4072","","359","359","359","","","","","JIDLLDEG_04055","",""
"group_12163","","hypothetical protein","1","1","1","4","335","1","5337","","95","95","95","","","","","JIDLLDEG_00918","",""
"group_12165","","hypothetical protein","1","1","1","4","2549","1","6099","","302","302","302","","JKPFCNPL_02399","","","","",""
"group_12166","","hypothetical protein","1","1","1","4","11807","1","6039","","302","302","302","","JKPFCNPL_02894","","","","",""
"group_12169","","hypothetical protein","1","1","1","4","5396","1","2251","","143","143","143","","","","PNIFCKEH_01567","","",""
"group_12170","","hypothetical protein","1","1","1","4","245","1","5666","","143","143","143","","","","PNIFCKEH_01883","","",""
"group_12171","","hypothetical protein","1","1","1","4","8582","1","5541","","143","143","143","","","","PNIFCKEH_02580","","",""
"group_12172","","hypothetical protein","1","1","1","4","8636","1","5386","","143","143","143","","","","PNIFCKEH_02611","","",""
"group_12173","","hypothetical protein","1","1","1","4","9789","1","4643","","143","143","143","","","","PNIFCKEH_04080","","",""
"group_12174","","hypothetical protein","1","1","1","4","8053","3","49","","143","143","143","","","","PNIFCKEH_04344","","",""
"group_12175","","hypothetical protein","1","1","1","4","1838","1","1194","","143","143","143","","","","PNIFCKEH_04569","","",""
"group_12176","","hypothetical protein","1","1","1","4","11481","1","1554","","143","143","143","","","","PNIFCKEH_04682","","",""
"group_12177","","hypothetical protein","1","1","1","4","12236","1","7454","","143","143","143","","","","PNIFCKEH_05899","","",""
"group_12178","","hypothetical protein","1","1","1","4","1110","1","833","","143","143","143","","","","PNIFCKEH_06462","","",""
"group_1218","","hypothetical protein","1","1","1","4","491","1","5781","","320","320","320","","","","PNIFCKEH_02694","","",""
"group_12181","","hypothetical protein","1","1","1","4","2560","1","6110","","1001","1001","1001","","JKPFCNPL_02281","","","","",""
"group_12183","","hypothetical protein","1","1","1","4","11781","1","6049","","1001","1001","1001","","JKPFCNPL_02884","","","","",""
"group_12186","","hypothetical protein","1","1","1","4","10625","1","3972","","242","242","242","","","","","","","MAOBNCNO_03981"
"group_12187","","hypothetical protein","1","1","1","4","10624","1","3971","","242","242","242","","","","","JIDLLDEG_04080","",""
"group_12202","","hypothetical protein","1","1","1","4","10631","1","3974","","260","260","260","","","","","JIDLLDEG_04078","",""
"group_12204","","hypothetical protein","1","1","1","4","6234","1","2764","","419","419","419","","JKPFCNPL_04077","","","","",""
"group_12205","","hypothetical protein","1","1","1","4","257","1","5441","","419","419","419","","JKPFCNPL_05535","","","","",""
"group_12206","","hypothetical protein","1","1","1","4","7585","1","312","","419","419","419","","JKPFCNPL_00788","","","","",""
"group_12210","","hypothetical protein","1","1","1","4","9245","1","493","","419","419","419","POCPNIHP_04289","","","","","",""
"group_12211","","hypothetical protein","1","1","1","4","1009","1","879","","419","419","419","POCPNIHP_04956","","","","","",""
"group_12214","","ISL3 family transposase ISSoEn4","1","1","1","4","11146","8","9","","1220","1220","1220","","JKPFCNPL_01086","","","","",""
"group_1222","","hypothetical protein","1","1","1","4","8519","1","5216","","305","305","305","","","","","JIDLLDEG_02282","",""
"group_12224","","ISL3 family transposase ISSoEn4","1","1","1","4","3506","1","739","","1220","1220","1220","POCPNIHP_01030","","","","","",""
"group_12228","","hypothetical protein","1","1","1","4","2475","1","4328","","578","578","578","","","","PNIFCKEH_02885","","",""
"group_1223","","hypothetical protein","1","1","1","4","12658","1","7030","","290","290","290","","","","PNIFCKEH_05183","","",""
"group_12231","","hypothetical protein","1","1","1","4","4497","1","2999","","353","353","353","","JKPFCNPL_02710","","","","",""
"group_12235","","hypothetical protein","1","1","1","4","10702","1","4073","","353","353","353","","","","","JIDLLDEG_04054","",""
"group_12238","","hypothetical protein","1","1","1","4","2437","1","2987","","1583","1583","1583","","JKPFCNPL_02722","","","","",""
"group_12239","","hypothetical protein","1","1","1","4","10691","1","3959","","1583","1583","1583","","","","","JIDLLDEG_04065","",""
"group_12243","","hypothetical protein","1","1","1","4","12575","1","6573","","179","179","179","","","","","JIDLLDEG_02262","",""
"group_12253","","hypothetical protein","1","1","1","4","2595","1","6100","","200","200","200","","JKPFCNPL_02400","","","","",""
"group_12254","","hypothetical protein","1","1","1","4","11808","1","6038","","200","200","200","","JKPFCNPL_02895","","","","",""
"group_12263","","hypothetical protein","1","1","1","4","4495","1","2997","","1466","1466","1466","","JKPFCNPL_02712","","","","",""
"group_12265","","hypothetical protein","1","1","1","4","10700","1","4071","","1466","1466","1466","","","","","JIDLLDEG_04056","",""
"group_12267","","hypothetical protein","1","1","1","4","594","1","5733","","533","533","533","","","","","","","MAOBNCNO_01018"
"group_12271","","hypothetical protein","1","1","1","4","359","1","5570","","533","533","533","","","","","","","MAOBNCNO_00942"
"group_12278","","hypothetical protein","1","1","1","4","358","1","4468","","533","533","533","","","","","JIDLLDEG_01583","",""
"group_12287","","hypothetical protein","1","1","1","4","1811","1","1702","","503","503","503","POCPNIHP_02899","","","","","",""
"traD_1","","Coupling protein TraD","1","1","1","1","32","120","36","","1340","1340","1340","","","","PNIFCKEH_06675","","",""
"group_12307","","hypothetical protein","1","1","1","4","606","1","6017","","239","239","239","","JKPFCNPL_02422","","","","",""
"group_12311","","hypothetical protein","1","1","1","4","1598","1","1163","","716","716","716","POCPNIHP_02835","","","","","",""
"group_12312","","hypothetical protein","1","1","1","4","5626","1","8598","","716","716","716","POCPNIHP_03415","","","","","",""
"group_12313","","hypothetical protein","1","1","1","4","9267","1","492","","716","716","716","POCPNIHP_04290","","","","","",""
"group_12314","","hypothetical protein","1","1","1","4","7580","1","8779","","716","716","716","POCPNIHP_05429","","","","","",""
"group_12318","","hypothetical protein","1","1","1","4","1074","1","882","","716","716","716","POCPNIHP_00335","","","","","",""
"group_1232","","hypothetical protein","1","1","1","1","31","120","1","","197","197","197","","","","PNIFCKEH_06674","","",""
"group_12322","","hypothetical protein","1","1","1","4","1141","1","787","","716","716","716","POCPNIHP_01162","","","","","",""
"group_12324","","hypothetical protein","1","1","1","4","7904","1","4446","","716","716","716","POCPNIHP_03118","","","","","",""
"group_12325","","hypothetical protein","1","1","1","4","10334","1","4793","","716","716","716","POCPNIHP_03326","","","","","",""
"group_12327","","hypothetical protein","1","1","1","4","11517","1","1604","","716","716","716","POCPNIHP_00149","","","","","",""
"traD_2","","Coupling protein TraD","1","1","1","1","33","120","37","","221","221","221","","","","PNIFCKEH_06676","","",""
"group_12330","","hypothetical protein","1","1","1","4","4699","1","2374","","716","716","716","POCPNIHP_00091","","","","","",""
